session_id,customer_id,session_date,channel,device,country,campaign_id
S015494,,8/1/2025,direct,mobile,CA,
S018713,101766,8/1/2025,organic,mobile,NG,
S016496,101850,8/1/2025,paid_search,mobile,NG,CMP001
S000991,101951,8/1/2025,direct,mobile,NG,
S010992,,8/1/2025,paid_search,mobile,DE,CMP001
S004114,100049,8/1/2025,direct,mobile,DE,
S018563,101475,8/1/2025,organic,mobile,US,
S018556,,8/1/2025,referral,mobile,CA,CMP007
S007164,,8/1/2025,organic,desktop,NG,
S000440,100323,8/1/2025,paid_search,mobile,NG,CMP002
S002812,101556,8/1/2025,paid_social,mobile,NG,CMP004
S010883,100373,8/1/2025,paid_social,desktop,CA,CMP004
S006564,100065,8/1/2025,organic,mobile,NG,
S005322,101648,8/1/2025,organic,mobile,NL,
S004119,100935,8/1/2025,organic,mobile,US,
S008747,,8/1/2025,organic,mobile,NG,
S010892,101961,8/1/2025,organic,mobile,FR,
S006730,101768,8/1/2025,direct,mobile,NG,
S018581,101719,8/1/2025,paid_search,mobile,US,CMP001
S002673,,8/1/2025,paid_search,mobile,NL,CMP001
S011385,101081,8/1/2025,email,mobile,UK,CMP005
S016505,101407,8/1/2025,organic,mobile,US,
S006704,100872,8/1/2025,paid_search,mobile,NG,CMP002
S018684,100766,8/1/2025,paid_social,mobile,NG,CMP008
S013965,101426,8/1/2025,paid_search,desktop,NG,CMP001
S000830,,8/1/2025,organic,desktop,NG,
S008822,,8/1/2025,paid_social,desktop,NG,CMP004
S004100,,8/1/2025,paid_search,mobile,NG,CMP001
S002656,,8/1/2025,referral,mobile,US,CMP007
S016458,,8/1/2025,email,mobile,CA,CMP006
S005332,,8/1/2025,organic,mobile,UK,
S007095,100589,8/1/2025,direct,mobile,NG,
S011126,,8/1/2025,organic,mobile,US,
S017704,100831,8/1/2025,paid_social,desktop,NG,CMP008
S010575,100529,8/1/2025,paid_search,mobile,CA,CMP002
S010120,100612,8/1/2025,organic,mobile,CA,
S017761,,8/1/2025,referral,mobile,NG,CMP007
S012495,101225,8/1/2025,paid_search,mobile,UK,CMP001
S013033,101379,8/1/2025,email,desktop,DE,CMP005
S012505,101108,8/1/2025,paid_search,desktop,NG,CMP001
S014681,101956,8/1/2025,email,mobile,NG,CMP005
S012682,101330,8/1/2025,organic,mobile,NG,
S009781,100364,8/1/2025,direct,desktop,NG,
S014922,,8/1/2025,paid_social,mobile,US,CMP008
S007776,100202,8/1/2025,email,desktop,NG,CMP005
S000338,100699,8/1/2025,paid_search,desktop,US,CMP001
S009247,100409,8/1/2025,paid_social,desktop,NG,CMP003
S005936,100269,8/1/2025,organic,desktop,DE,
S012474,100948,8/1/2025,paid_search,mobile,UK,CMP001
S017959,100734,8/1/2025,paid_social,desktop,NG,CMP003
S001280,101067,8/1/2025,paid_search,desktop,US,CMP001
S001301,101198,8/1/2025,paid_social,mobile,NG,CMP004
S001235,100739,8/1/2025,direct,mobile,NG,
S001408,100497,8/1/2025,referral,desktop,CA,CMP007
S004932,101015,8/1/2025,paid_social,mobile,NG,CMP003
S017344,,8/1/2025,organic,mobile,DE,
S003891,,8/1/2025,email,mobile,NG,CMP005
S014855,100545,8/1/2025,organic,mobile,NG,
S016790,,8/1/2025,paid_social,mobile,CA,CMP008
S007652,,8/1/2025,paid_search,mobile,NG,CMP002
S005817,,8/1/2025,paid_search,desktop,FR,CMP001
S016023,101236,8/1/2025,email,mobile,NG,CMP006
S009220,100322,8/1/2025,paid_search,mobile,FR,CMP002
S012801,100211,8/1/2025,organic,desktop,US,
S007573,101071,8/2/2025,email,mobile,NG,CMP006
S002523,101304,8/2/2025,direct,desktop,US,
S014343,100083,8/2/2025,paid_social,mobile,NG,CMP004
S003762,100226,8/2/2025,direct,desktop,FR,
S013941,101077,8/2/2025,paid_social,mobile,NG,CMP003
S013937,100098,8/2/2025,referral,mobile,NG,CMP007
S007297,,8/2/2025,paid_search,mobile,US,CMP002
S007077,101227,8/2/2025,organic,desktop,US,
S008417,,8/2/2025,paid_search,desktop,US,CMP002
S008495,100782,8/2/2025,direct,mobile,UK,
S006761,101697,8/2/2025,paid_search,mobile,NG,CMP001
S008399,100149,8/2/2025,paid_search,desktop,NL,CMP001
S006406,101319,8/2/2025,email,mobile,UK,CMP005
S013127,101540,8/2/2025,organic,desktop,NG,
S003093,100728,8/2/2025,email,desktop,NG,CMP005
S007610,,8/2/2025,paid_search,mobile,NG,CMP002
S011554,,8/2/2025,referral,mobile,NG,CMP007
S008361,100627,8/2/2025,organic,desktop,NG,
S004072,100260,8/2/2025,paid_search,mobile,FR,CMP001
S012698,,8/2/2025,paid_social,mobile,DE,CMP004
S002591,101575,8/2/2025,direct,mobile,NG,
S016228,100878,8/2/2025,paid_social,mobile,NG,CMP003
S011247,101467,8/2/2025,referral,mobile,NG,CMP007
S019756,101371,8/2/2025,paid_social,mobile,NL,CMP003
S001192,100225,8/2/2025,organic,desktop,NG,
S009632,101658,8/2/2025,referral,mobile,NG,CMP007
S017759,100567,8/2/2025,referral,mobile,NG,CMP007
S010917,,8/2/2025,paid_social,mobile,NG,CMP008
S014238,101656,8/2/2025,direct,desktop,NG,
S015359,101274,8/2/2025,direct,mobile,NG,
S008672,,8/2/2025,paid_social,mobile,NG,CMP003
S015372,101271,8/2/2025,organic,desktop,US,
S008793,100452,8/2/2025,direct,mobile,FR,
S004893,101761,8/2/2025,direct,mobile,NG,
S014056,100889,8/2/2025,referral,mobile,UK,CMP007
S014055,100683,8/2/2025,direct,mobile,NG,
S008497,101086,8/2/2025,paid_social,mobile,UK,CMP004
S002899,,8/2/2025,organic,mobile,NG,
S018002,101139,8/2/2025,email,mobile,US,CMP005
S013029,100995,8/2/2025,referral,mobile,NG,CMP007
S014035,,8/2/2025,direct,desktop,US,
S004865,101936,8/2/2025,referral,desktop,NG,CMP007
S014012,100369,8/2/2025,paid_search,desktop,NG,CMP002
S003759,100906,8/2/2025,paid_social,mobile,NG,CMP003
S007482,101100,8/2/2025,direct,mobile,NG,
S003898,100590,8/2/2025,organic,mobile,NG,
S017320,100842,8/2/2025,paid_search,desktop,NG,CMP002
S008545,101107,8/2/2025,paid_search,mobile,UK,CMP001
S007337,101558,8/2/2025,paid_social,desktop,NG,CMP008
S016993,100977,8/2/2025,organic,desktop,NG,
S001375,101273,8/2/2025,paid_social,mobile,US,CMP004
S004217,,8/2/2025,referral,desktop,NG,CMP007
S010390,100378,8/2/2025,direct,mobile,NG,
S008338,,8/2/2025,organic,desktop,UK,
S010217,100443,8/2/2025,paid_social,mobile,NG,CMP004
S005419,100365,8/2/2025,organic,mobile,DE,
S014439,101689,8/2/2025,paid_social,mobile,NG,CMP004
S012078,,8/2/2025,paid_social,mobile,NG,CMP004
S006783,101188,8/2/2025,email,mobile,FR,CMP005
S006793,100865,8/2/2025,direct,desktop,NG,
S015691,,8/2/2025,referral,desktop,NG,CMP007
S000715,100222,8/2/2025,organic,mobile,CA,
S010003,101436,8/2/2025,organic,desktop,US,
S010008,,8/2/2025,direct,mobile,DE,
S015711,,8/2/2025,direct,desktop,NG,
S009084,100502,8/2/2025,organic,mobile,US,
S007262,100403,8/2/2025,paid_social,mobile,US,CMP008
S019200,100448,8/2/2025,direct,mobile,US,
S012209,,8/2/2025,organic,mobile,UK,
S009089,101106,8/2/2025,organic,desktop,NG,
S010177,101972,8/2/2025,email,desktop,NG,CMP006
S013360,100924,8/2/2025,paid_search,mobile,NG,CMP001
S001513,101243,8/2/2025,paid_search,desktop,NG,CMP001
S001541,,8/2/2025,paid_search,mobile,NG,CMP001
S004637,100941,8/2/2025,paid_social,mobile,US,CMP003
S003307,100903,8/2/2025,organic,desktop,NG,
S017503,101090,8/2/2025,paid_search,mobile,NL,CMP002
S001754,,8/2/2025,paid_social,mobile,NG,CMP003
S012381,,8/2/2025,organic,mobile,NG,
S016249,100097,8/2/2025,organic,mobile,US,
S001620,101082,8/2/2025,paid_search,mobile,NG,CMP002
S004600,101515,8/2/2025,paid_search,mobile,DE,CMP002
S018226,100341,8/2/2025,paid_search,mobile,NG,CMP001
S007913,100819,8/2/2025,organic,desktop,NG,
S008114,101784,8/2/2025,email,mobile,NL,CMP005
S014510,101452,8/2/2025,organic,desktop,UK,
S009552,100961,8/2/2025,organic,desktop,UK,
S006291,,8/2/2025,paid_social,desktop,NG,CMP004
S013200,101927,8/2/2025,paid_search,mobile,NG,CMP002
S005940,,8/2/2025,email,desktop,NG,CMP006
S001040,100330,8/2/2025,direct,mobile,UK,
S011809,101944,8/2/2025,referral,mobile,US,CMP007
S014197,100503,8/2/2025,organic,desktop,UK,
S008998,100291,8/2/2025,email,mobile,NG,CMP005
S009315,,8/2/2025,paid_search,desktop,US,CMP001
S015040,101900,8/2/2025,paid_search,desktop,DE,CMP002
S000149,,8/2/2025,organic,desktop,NG,
S006845,100147,8/2/2025,paid_search,mobile,NG,CMP001
S011792,100323,8/2/2025,paid_search,mobile,CA,CMP002
S002195,,8/2/2025,paid_search,mobile,CA,CMP001
S005400,,8/2/2025,paid_search,desktop,NG,CMP001
S007238,101734,8/2/2025,paid_social,mobile,US,CMP004
S017076,100870,8/2/2025,paid_search,mobile,US,CMP001
S003484,101626,8/2/2025,direct,mobile,NG,
S013705,100516,8/2/2025,organic,mobile,UK,
S006290,100111,8/2/2025,organic,mobile,NG,
S002069,101494,8/2/2025,paid_social,mobile,NG,CMP008
S003130,101341,8/2/2025,referral,desktop,FR,CMP007
S002033,101963,8/2/2025,paid_social,desktop,NG,CMP004
S018819,100598,8/2/2025,email,mobile,UK,CMP006
S003567,,8/2/2025,organic,mobile,NG,
S003106,101895,8/3/2025,email,desktop,US,CMP006
S009227,101481,8/3/2025,paid_social,mobile,NG,CMP003
S000410,,8/3/2025,organic,mobile,NL,
S003125,,8/3/2025,direct,mobile,NG,
S018190,,8/3/2025,organic,desktop,UK,
S003322,100827,8/3/2025,email,mobile,NG,CMP006
S006882,,8/3/2025,email,mobile,US,CMP006
S008750,100500,8/3/2025,paid_search,mobile,NG,CMP001
S003147,100948,8/3/2025,organic,mobile,CA,
S014900,100153,8/3/2025,paid_search,mobile,UK,CMP001
S015013,101011,8/3/2025,referral,desktop,NG,CMP007
S010699,101373,8/3/2025,organic,mobile,US,
S000927,,8/3/2025,paid_search,mobile,DE,CMP001
S014245,101646,8/3/2025,paid_search,desktop,US,CMP002
S006608,100082,8/3/2025,direct,desktop,NG,
S003422,,8/3/2025,direct,desktop,UK,
S014908,101277,8/3/2025,organic,desktop,NG,
S015193,100740,8/3/2025,organic,desktop,US,
S009643,101937,8/3/2025,paid_social,mobile,NG,CMP003
S009078,100401,8/3/2025,paid_social,mobile,NG,CMP004
S002959,101865,8/3/2025,referral,desktop,NG,CMP007
S006646,100061,8/3/2025,paid_social,desktop,CA,CMP008
S014968,100427,8/3/2025,paid_search,desktop,US,CMP001
S009999,101210,8/3/2025,direct,mobile,NG,
S010233,101973,8/3/2025,paid_search,mobile,NG,CMP001
S016060,101978,8/3/2025,organic,mobile,NG,
S009786,101391,8/3/2025,direct,desktop,NG,
S005221,,8/3/2025,paid_search,mobile,NG,CMP002
S010760,101740,8/3/2025,direct,mobile,NL,
S019218,100175,8/3/2025,paid_search,desktop,US,CMP002
S005481,,8/3/2025,email,mobile,CA,CMP006
S019127,101311,8/3/2025,direct,desktop,UK,
S001680,100699,8/3/2025,paid_social,desktop,NG,CMP004
S004609,,8/3/2025,email,desktop,UK,CMP005
S007275,,8/3/2025,organic,desktop,US,
S013335,100628,8/3/2025,email,desktop,US,CMP005
S017537,100815,8/3/2025,organic,mobile,DE,
S005495,,8/3/2025,paid_social,mobile,US,CMP008
S001838,101746,8/3/2025,paid_search,mobile,CA,CMP001
S012279,101576,8/3/2025,paid_social,desktop,US,CMP003
S012274,100033,8/3/2025,referral,desktop,NG,CMP007
S004496,100834,8/3/2025,paid_social,mobile,NG,CMP008
S015700,100989,8/3/2025,direct,mobile,NL,
S017586,101954,8/3/2025,organic,mobile,NG,
S015689,101784,8/3/2025,paid_search,desktop,NG,CMP002
S012077,101934,8/3/2025,organic,mobile,FR,
S012008,101115,8/3/2025,paid_social,desktop,UK,CMP004
S013372,101072,8/3/2025,paid_social,desktop,NG,CMP004
S007768,101677,8/3/2025,organic,mobile,DE,
S007760,101288,8/3/2025,email,mobile,US,CMP006
S016780,101852,8/3/2025,organic,mobile,NL,
S012963,101577,8/3/2025,email,mobile,US,CMP006
S001217,101101,8/3/2025,paid_social,desktop,NG,CMP003
S007433,101470,8/3/2025,email,mobile,NG,CMP006
S005581,,8/3/2025,paid_search,mobile,FR,CMP002
S012812,,8/3/2025,organic,mobile,CA,
S004888,,8/3/2025,referral,mobile,NG,CMP007
S001331,100714,8/3/2025,paid_social,mobile,FR,CMP004
S001337,100110,8/3/2025,organic,mobile,CA,
S012705,,8/3/2025,organic,desktop,US,
S007326,101153,8/3/2025,referral,desktop,NG,CMP007
S001385,100912,8/3/2025,direct,mobile,CA,
S012677,,8/3/2025,paid_search,mobile,NG,CMP002
S015913,101169,8/3/2025,email,mobile,UK,CMP005
S013187,101912,8/3/2025,email,desktop,NL,CMP006
S015890,101436,8/3/2025,email,desktop,CA,CMP006
S007709,100487,8/3/2025,paid_social,desktop,NG,CMP008
S012572,101476,8/3/2025,paid_social,desktop,CA,CMP003
S005524,100660,8/3/2025,paid_search,mobile,US,CMP002
S017013,100485,8/3/2025,referral,mobile,US,CMP007
S002015,101196,8/3/2025,referral,mobile,NG,CMP007
S007213,100223,8/3/2025,paid_search,desktop,US,CMP002
S005028,101235,8/3/2025,direct,mobile,NG,
S005342,,8/3/2025,paid_social,mobile,NL,CMP003
S005360,,8/3/2025,organic,desktop,US,
S007163,100527,8/3/2025,direct,mobile,DE,
S019872,101559,8/3/2025,paid_social,mobile,NG,CMP004
S002439,100002,8/3/2025,paid_social,mobile,NG,CMP003
S007192,101253,8/3/2025,organic,mobile,NG,
S006378,101583,8/3/2025,organic,mobile,NG,
S011552,101164,8/3/2025,paid_social,mobile,US,CMP008
S011198,101344,8/3/2025,organic,desktop,NG,
S002508,,8/3/2025,referral,desktop,CA,CMP007
S014083,,8/3/2025,direct,mobile,NG,
S000651,,8/3/2025,organic,desktop,NG,
S005066,,8/3/2025,paid_search,mobile,NL,CMP001
S010983,,8/3/2025,email,desktop,NG,CMP005
S008472,,8/3/2025,organic,mobile,US,
S000824,101827,8/3/2025,paid_social,desktop,NG,CMP003
S018499,101386,8/3/2025,direct,mobile,UK,
S011236,100461,8/3/2025,organic,mobile,NG,
S011674,101106,8/3/2025,paid_social,mobile,NL,CMP008
S002236,,8/3/2025,paid_search,mobile,US,CMP001
S008271,101467,8/3/2025,paid_social,desktop,NL,CMP008
S002184,101709,8/3/2025,direct,mobile,NG,
S011766,,8/3/2025,paid_social,mobile,NG,CMP008
S010802,100578,8/3/2025,paid_search,desktop,US,CMP002
S013663,101124,8/3/2025,direct,mobile,UK,
S008689,100661,8/3/2025,organic,mobile,CA,
S002351,100310,8/3/2025,paid_search,mobile,NG,CMP001
S000835,101677,8/4/2025,paid_social,mobile,NG,CMP008
S017240,100861,8/4/2025,direct,mobile,NG,
S016294,100832,8/4/2025,organic,mobile,NG,
S015437,,8/4/2025,organic,mobile,NL,
S008203,100675,8/4/2025,paid_search,desktop,UK,CMP001
S008800,100459,8/4/2025,organic,mobile,NG,
S015385,101367,8/4/2025,email,mobile,NG,CMP005
S007384,100641,8/4/2025,direct,desktop,UK,
S006920,100490,8/4/2025,organic,desktop,UK,
S009423,101072,8/4/2025,organic,mobile,NG,
S007446,100938,8/4/2025,email,mobile,NL,CMP005
S004160,100636,8/4/2025,organic,desktop,NG,
S019518,100108,8/4/2025,email,mobile,US,CMP005
S008733,101235,8/4/2025,paid_social,mobile,US,CMP003
S014887,101603,8/4/2025,organic,desktop,NG,
S005127,100129,8/4/2025,direct,mobile,NG,
S009392,101043,8/4/2025,paid_social,desktop,NG,CMP004
S014881,100108,8/4/2025,direct,desktop,NG,
S017314,,8/4/2025,direct,mobile,US,
S004053,,8/4/2025,organic,mobile,UK,
S007054,100173,8/4/2025,paid_social,mobile,US,CMP003
S000760,100424,8/4/2025,email,desktop,NL,CMP006
S008116,,8/4/2025,organic,desktop,NL,
S008093,101134,8/4/2025,direct,mobile,US,
S000571,101261,8/4/2025,email,desktop,NG,CMP005
S019758,100822,8/4/2025,direct,mobile,NG,
S009092,101354,8/4/2025,organic,mobile,UK,
S017683,100819,8/4/2025,paid_social,desktop,CA,CMP008
S009120,101906,8/4/2025,organic,desktop,US,
S003956,101281,8/4/2025,paid_search,desktop,DE,CMP001
S015875,101831,8/4/2025,organic,mobile,FR,
S004062,,8/4/2025,organic,desktop,US,
S000468,101079,8/4/2025,referral,mobile,FR,CMP007
S000467,,8/4/2025,direct,desktop,US,
S016138,,8/4/2025,organic,mobile,NG,
S007885,,8/4/2025,paid_search,desktop,UK,CMP001
S017807,,8/4/2025,organic,mobile,NG,
S015825,100786,8/4/2025,paid_social,mobile,US,CMP004
S017480,100790,8/4/2025,organic,desktop,NG,
S003837,101404,8/4/2025,paid_search,mobile,NG,CMP001
S008551,101138,8/4/2025,direct,desktop,FR,
S017702,101989,8/4/2025,paid_search,mobile,NG,CMP002
S007036,,8/4/2025,direct,desktop,FR,
S008346,,8/4/2025,organic,mobile,NG,
S015484,101805,8/4/2025,direct,mobile,NG,
S009641,100714,8/4/2025,organic,desktop,CA,
S007405,,8/4/2025,organic,mobile,NG,
S017131,,8/4/2025,referral,mobile,NG,CMP007
S000101,101382,8/4/2025,paid_search,desktop,NG,CMP001
S010701,,8/4/2025,direct,desktop,UK,
S014286,,8/4/2025,referral,desktop,UK,CMP007
S012198,100664,8/4/2025,paid_social,mobile,NG,CMP003
S006658,101928,8/4/2025,referral,mobile,NG,CMP007
S018977,,8/4/2025,organic,mobile,NG,
S006084,,8/4/2025,paid_search,mobile,UK,CMP002
S006743,,8/4/2025,email,mobile,US,CMP005
S013778,101578,8/4/2025,email,mobile,UK,CMP006
S012423,101483,8/4/2025,paid_search,desktop,NL,CMP002
S010278,,8/4/2025,paid_search,desktop,NG,CMP001
S001665,100650,8/4/2025,organic,mobile,NG,
S013284,101233,8/4/2025,referral,desktop,NG,CMP007
S019953,101887,8/4/2025,email,desktop,US,CMP006
S005994,100137,8/4/2025,direct,mobile,UK,
S014396,,8/4/2025,direct,mobile,NG,
S012580,101835,8/4/2025,direct,desktop,NG,
S001926,101821,8/4/2025,paid_social,desktop,CA,CMP004
S013501,101512,8/4/2025,organic,mobile,NG,
S002343,,8/4/2025,organic,mobile,US,
S013752,,8/4/2025,email,mobile,FR,CMP006
S011692,,8/4/2025,direct,desktop,NG,
S018623,100774,8/4/2025,email,mobile,NG,CMP005
S003692,100793,8/4/2025,paid_social,mobile,NG,CMP008
S011203,101705,8/4/2025,direct,desktop,NG,
S013658,101899,8/4/2025,paid_search,mobile,UK,CMP002
S001930,,8/4/2025,paid_social,desktop,NG,CMP008
S011121,101392,8/4/2025,direct,desktop,NG,
S016493,,8/4/2025,organic,mobile,NG,
S011027,,8/4/2025,email,mobile,US,CMP005
S014091,,8/4/2025,referral,mobile,US,CMP007
S010979,100845,8/4/2025,organic,desktop,CA,
S010923,101425,8/4/2025,organic,mobile,NG,
S016668,,8/4/2025,organic,desktop,CA,
S010806,,8/4/2025,paid_search,desktop,US,CMP001
S011088,101100,8/4/2025,organic,desktop,CA,
S014529,100233,8/4/2025,referral,mobile,UK,CMP007
S019085,100604,8/4/2025,paid_social,desktop,NG,CMP004
S014731,100057,8/4/2025,organic,mobile,DE,
S013139,101067,8/4/2025,direct,mobile,CA,
S012699,,8/4/2025,paid_social,mobile,NG,CMP008
S014668,100861,8/4/2025,referral,mobile,DE,CMP007
S005206,101199,8/4/2025,paid_social,mobile,CA,CMP004
S014700,100781,8/4/2025,paid_search,mobile,UK,CMP001
S001418,100619,8/4/2025,organic,mobile,NG,
S012639,,8/4/2025,paid_social,desktop,US,CMP004
S013116,100713,8/4/2025,paid_search,mobile,CA,CMP002
S018059,101270,8/4/2025,paid_social,mobile,NG,CMP008
S014786,101683,8/4/2025,paid_social,desktop,NG,CMP003
S016838,,8/4/2025,paid_search,desktop,NG,CMP001
S009647,100606,8/4/2025,paid_social,desktop,US,CMP003
S009633,,8/4/2025,email,desktop,NG,CMP006
S005773,101485,8/4/2025,organic,desktop,US,
S018070,100730,8/4/2025,paid_search,mobile,UK,CMP002
S018152,,8/4/2025,paid_social,mobile,NG,CMP004
S019897,100783,8/4/2025,organic,mobile,NG,
S012602,100178,8/4/2025,organic,desktop,NG,
S005212,100048,8/4/2025,direct,mobile,NG,
S010019,101843,8/4/2025,referral,mobile,NG,CMP007
S000304,100261,8/4/2025,referral,desktop,US,CMP007
S018185,100735,8/4/2025,paid_search,desktop,US,CMP002
S019971,101134,8/4/2025,paid_search,mobile,CA,CMP001
S003395,100608,8/4/2025,paid_search,mobile,NG,CMP002
S019942,101934,8/5/2025,organic,mobile,NG,
S002157,,8/5/2025,organic,mobile,UK,
S013072,,8/5/2025,paid_social,mobile,NG,CMP008
S001340,,8/5/2025,organic,mobile,NL,
S015614,101827,8/5/2025,organic,mobile,NG,
S011800,100575,8/5/2025,organic,mobile,US,
S015608,101273,8/5/2025,direct,mobile,US,
S013647,101498,8/5/2025,paid_social,desktop,NG,CMP004
S005836,100116,8/5/2025,paid_social,mobile,UK,CMP008
S017384,,8/5/2025,paid_social,mobile,US,CMP003
S016957,101394,8/5/2025,paid_social,desktop,NG,CMP008
S017097,100424,8/5/2025,direct,desktop,UK,
S012993,101157,8/5/2025,paid_search,mobile,FR,CMP001
S005991,100416,8/5/2025,paid_search,mobile,NG,CMP002
S012967,,8/5/2025,referral,mobile,NG,CMP007
S002254,101061,8/5/2025,direct,mobile,US,
S011632,101635,8/5/2025,email,mobile,NG,CMP006
S004280,,8/5/2025,paid_search,mobile,UK,CMP001
S004645,,8/5/2025,paid_search,mobile,NG,CMP002
S018800,101126,8/5/2025,paid_search,mobile,NG,CMP001
S012528,,8/5/2025,paid_search,mobile,FR,CMP001
S000681,,8/5/2025,email,mobile,NG,CMP006
S017283,100375,8/5/2025,paid_search,desktop,NG,CMP001
S019228,100353,8/5/2025,organic,mobile,US,
S008019,100609,8/5/2025,paid_search,desktop,NG,CMP002
S017445,100660,8/5/2025,referral,desktop,NG,CMP007
S001717,,8/5/2025,paid_social,desktop,NG,CMP004
S019086,101879,8/5/2025,organic,desktop,NG,
S013423,100839,8/5/2025,paid_search,mobile,NG,CMP001
S015927,101352,8/5/2025,paid_search,desktop,UK,CMP001
S001897,,8/5/2025,referral,mobile,NG,CMP007
S004476,,8/5/2025,direct,mobile,CA,
S004630,101951,8/5/2025,organic,mobile,UK,
S005397,101735,8/5/2025,paid_search,desktop,NG,CMP001
S016153,,8/5/2025,direct,mobile,NG,
S004802,100961,8/5/2025,paid_social,desktop,NG,CMP008
S019109,101890,8/5/2025,organic,mobile,NG,
S018949,101797,8/5/2025,paid_search,mobile,NG,CMP002
S019411,100747,8/5/2025,organic,desktop,UK,
S004823,101761,8/5/2025,paid_social,mobile,DE,CMP003
S019179,,8/5/2025,organic,mobile,US,
S011983,101927,8/5/2025,direct,mobile,UK,
S002129,,8/5/2025,organic,mobile,NG,
S019049,101966,8/5/2025,paid_search,desktop,NG,CMP002
S018966,101162,8/5/2025,paid_social,desktop,NG,CMP008
S015884,101782,8/5/2025,direct,mobile,NG,
S003689,101609,8/5/2025,organic,mobile,NG,
S007064,,8/5/2025,referral,mobile,US,CMP007
S018281,101486,8/5/2025,paid_social,desktop,NG,CMP003
S000935,101926,8/5/2025,email,desktop,UK,CMP005
S015182,,8/5/2025,organic,mobile,US,
S014501,,8/5/2025,direct,mobile,NG,
S015196,,8/5/2025,organic,desktop,FR,
S000615,101154,8/5/2025,organic,mobile,NG,
S018275,101815,8/5/2025,email,desktop,US,CMP006
S008996,100712,8/5/2025,referral,mobile,US,CMP007
S014491,101650,8/5/2025,organic,desktop,NG,
S017840,101061,8/5/2025,direct,desktop,US,
S016240,,8/5/2025,direct,desktop,NG,
S018345,101061,8/5/2025,organic,mobile,NG,
S015233,101068,8/5/2025,paid_social,mobile,UK,CMP003
S008926,101560,8/5/2025,paid_social,desktop,NG,CMP003
S017868,100093,8/5/2025,organic,mobile,NG,
S000929,,8/5/2025,direct,mobile,NG,
S014548,101926,8/5/2025,email,desktop,CA,CMP006
S010140,100706,8/5/2025,paid_search,desktop,FR,CMP002
S006910,100260,8/5/2025,email,mobile,NG,CMP006
S000892,101280,8/5/2025,paid_search,mobile,UK,CMP001
S017994,101399,8/5/2025,paid_search,mobile,NG,CMP001
S014942,101638,8/5/2025,organic,desktop,UK,
S009439,101390,8/5/2025,paid_social,desktop,NG,CMP008
S009708,101717,8/5/2025,paid_social,desktop,US,CMP004
S019821,,8/5/2025,paid_social,desktop,UK,CMP003
S018072,,8/5/2025,email,mobile,NG,CMP006
S018095,101114,8/5/2025,paid_social,desktop,NG,CMP008
S009867,100011,8/5/2025,organic,desktop,UK,
S000873,100473,8/5/2025,email,mobile,CA,CMP006
S003514,,8/5/2025,organic,desktop,UK,
S019506,,8/5/2025,organic,mobile,NG,
S003843,101052,8/5/2025,organic,mobile,UK,
S009223,,8/5/2025,paid_social,desktop,NG,CMP008
S014421,,8/5/2025,organic,mobile,NG,
S010415,101780,8/5/2025,direct,mobile,NG,
S011204,,8/5/2025,email,desktop,NG,CMP005
S006532,101087,8/5/2025,paid_social,mobile,NL,CMP003
S013890,,8/5/2025,direct,mobile,FR,
S014093,100517,8/5/2025,direct,mobile,NG,
S010948,100438,8/5/2025,referral,mobile,DE,CMP007
S002710,100724,8/5/2025,organic,desktop,US,
S002694,100894,8/5/2025,paid_search,mobile,NG,CMP001
