event_id,session_id,customer_id,event_time,event_type,product_id,event_date
E00046557,S009743,,1/31/2026 14:43,view,P0032,1/31/2026
E00046706,S018576,,1/31/2026 14:43,view,P0115,1/31/2026
E00046559,S009743,,1/31/2026 14:42,view,P0262,1/31/2026
E00046707,S018576,,1/31/2026 14:41,view,P0132,1/31/2026
E00046558,S009743,,1/31/2026 14:38,view,P0197,1/31/2026
E00046705,S018576,,1/31/2026 14:38,view,P0203,1/31/2026
E00046526,S005474,,1/31/2026 14:16,view,P0144,1/31/2026
E00046507,S006190,100743,1/31/2026 14:10,view,P0356,1/31/2026
E00046508,S006190,100743,1/31/2026 14:08,view,P0316,1/31/2026
E00046525,S005474,,1/31/2026 14:05,view,P0136,1/31/2026
E00046617,S018483,,1/31/2026 13:57,view,P0056,1/31/2026
E00046616,S018483,,1/31/2026 13:56,view,P0376,1/31/2026
E00046618,S018483,,1/31/2026 13:55,add_to_cart,P0258,1/31/2026
E00046622,S010472,100200,1/31/2026 13:38,view,P0138,1/31/2026
E00046630,S003012,,1/31/2026 13:34,add_to_cart,P0218,1/31/2026
E00046631,S003012,,1/31/2026 13:30,add_to_cart,P0169,1/31/2026
E00046627,S003012,,1/31/2026 13:21,view,P0137,1/31/2026
E00046628,S003012,,1/31/2026 13:18,view,P0133,1/31/2026
E00046629,S003012,,1/31/2026 13:17,view,P0292,1/31/2026
E00046702,S007483,100481,1/31/2026 12:49,view,P0172,1/31/2026
E00046694,S008956,100092,1/31/2026 12:45,view,P0250,1/31/2026
E00046703,S007483,100481,1/31/2026 12:42,view,P0060,1/31/2026
E00046695,S008956,100092,1/31/2026 12:41,view,P0073,1/31/2026
E00046664,S019845,,1/31/2026 12:39,view,P0028,1/31/2026
E00046704,S007483,100481,1/31/2026 12:37,view,P0126,1/31/2026
E00046586,S009499,101122,1/31/2026 12:31,view,P0083,1/31/2026
E00046725,S002778,,1/31/2026 12:31,view,P0050,1/31/2026
E00046640,S015854,100510,1/31/2026 12:30,purchase,,1/31/2026
E00046585,S009499,101122,1/31/2026 12:29,view,P0345,1/31/2026
E00046568,S016686,,1/31/2026 12:28,view,P0327,1/31/2026
E00046584,S009499,101122,1/31/2026 12:28,view,P0100,1/31/2026
E00046723,S002778,,1/31/2026 12:26,view,P0322,1/31/2026
E00046724,S002778,,1/31/2026 12:25,view,P0336,1/31/2026
E00046638,S015854,100510,1/31/2026 12:23,add_to_cart,P0035,1/31/2026
E00046637,S015854,100510,1/31/2026 12:17,view,P0212,1/31/2026
E00046639,S015854,100510,1/31/2026 12:17,add_to_cart,P0172,1/31/2026
E00046636,S015854,100510,1/31/2026 12:14,view,P0229,1/31/2026
E00046498,S012937,100189,1/31/2026 11:47,purchase,,1/31/2026
E00046497,S012937,100189,1/31/2026 11:33,add_to_cart,P0358,1/31/2026
E00046495,S012937,100189,1/31/2026 11:22,view,P0224,1/31/2026
E00046496,S012937,100189,1/31/2026 11:13,view,P0287,1/31/2026
E00046599,S005890,100068,1/31/2026 11:12,view,P0173,1/31/2026
E00046600,S005890,100068,1/31/2026 11:10,view,P0302,1/31/2026
E00046598,S005890,100068,1/31/2026 10:59,view,P0341,1/31/2026
E00046542,S002245,100397,1/31/2026 10:48,add_to_cart,P0152,1/31/2026
E00046539,S002245,100397,1/31/2026 10:46,view,P0347,1/31/2026
E00046540,S002245,100397,1/31/2026 10:46,view,P0316,1/31/2026
E00046541,S002245,100397,1/31/2026 10:45,view,P0101,1/31/2026
E00046686,S017306,100072,1/31/2026 10:34,view,P0179,1/31/2026
E00046685,S017306,100072,1/31/2026 10:34,view,P0394,1/31/2026
E00046684,S017306,100072,1/31/2026 10:32,view,P0371,1/31/2026
E00046589,S001431,101185,1/31/2026 10:29,view,P0186,1/31/2026
E00046590,S001431,101185,1/31/2026 10:26,view,P0366,1/31/2026
E00046676,S002870,101986,1/31/2026 10:17,view,P0309,1/31/2026
E00046675,S002870,101986,1/31/2026 10:11,view,P0352,1/31/2026
E00046490,S003554,,1/31/2026 10:09,view,P0049,1/31/2026
E00046634,S017655,,1/31/2026 10:05,view,P0142,1/31/2026
E00046677,S010434,,1/31/2026 10:04,view,P0010,1/31/2026
E00046491,S003554,,1/31/2026 10:03,view,P0218,1/31/2026
E00046633,S017655,,1/31/2026 10:01,view,P0308,1/31/2026
E00046492,S003554,,1/31/2026 10:01,view,P0255,1/31/2026
E00046635,S017655,,1/31/2026 10:00,view,P0041,1/31/2026
E00046509,S003965,101152,1/31/2026 9:52,view,P0091,1/31/2026
E00046548,S002324,,1/31/2026 9:49,view,P0314,1/31/2026
E00046477,S015454,100466,1/31/2026 9:49,add_to_cart,P0269,1/31/2026
E00046476,S015454,100466,1/31/2026 9:44,view,P0360,1/31/2026
E00046475,S015454,100466,1/31/2026 9:43,view,P0197,1/31/2026
E00046474,S015454,100466,1/31/2026 9:39,view,P0110,1/31/2026
E00046605,S014803,101522,1/31/2026 9:16,view,P0064,1/31/2026
E00046727,S007578,,1/31/2026 9:16,view,P0162,1/31/2026
E00046726,S007578,,1/31/2026 9:13,view,P0027,1/31/2026
E00046481,S014053,101922,1/31/2026 9:13,add_to_cart,P0243,1/31/2026
E00046607,S014803,101522,1/31/2026 9:12,view,P0390,1/31/2026
E00046479,S014053,101922,1/31/2026 9:11,view,P0241,1/31/2026
E00046728,S007578,,1/31/2026 9:10,view,P0019,1/31/2026
E00046606,S014803,101522,1/31/2026 9:06,view,P0039,1/31/2026
E00046482,S014053,101922,1/31/2026 9:05,add_to_cart,P0192,1/31/2026
E00046671,S017543,101076,1/31/2026 9:04,purchase,,1/31/2026
E00046480,S014053,101922,1/31/2026 8:57,view,P0270,1/31/2026
E00046478,S014053,101922,1/31/2026 8:57,view,P0085,1/31/2026
E00046666,S014219,,1/31/2026 8:53,view,P0311,1/31/2026
E00046500,S000155,101321,1/31/2026 8:49,view,P0187,1/31/2026
E00046499,S000155,101321,1/31/2026 8:47,view,P0345,1/31/2026
E00046665,S014219,,1/31/2026 8:46,view,P0289,1/31/2026
E00046670,S017543,101076,1/31/2026 8:40,view,P0262,1/31/2026
E00046668,S017543,101076,1/31/2026 8:40,view,P0045,1/31/2026
E00046649,S000398,100390,1/31/2026 8:35,view,P0241,1/31/2026
E00046669,S017543,101076,1/31/2026 8:33,view,P0046,1/31/2026
E00046506,S017995,,1/31/2026 8:32,view,P0112,1/31/2026
E00046717,S015265,101870,1/31/2026 8:25,view,P0315,1/31/2026
E00046716,S015265,101870,1/31/2026 8:25,view,P0300,1/31/2026
E00046689,S016070,100165,1/31/2026 8:23,view,P0295,1/31/2026
E00046512,S019338,100229,1/31/2026 8:10,view,P0143,1/31/2026
E00046511,S019338,100229,1/31/2026 8:08,view,P0199,1/31/2026
E00046513,S019338,100229,1/31/2026 8:06,view,P0198,1/31/2026
E00046501,S019932,100960,1/31/2026 8:04,view,P0356,1/31/2026
E00046502,S019932,100960,1/31/2026 8:01,view,P0168,1/31/2026
E00046561,S005227,,1/31/2026 8:00,view,P0197,1/31/2026
E00046560,S005227,,1/31/2026 7:59,view,P0132,1/31/2026
E00046595,S019035,100362,1/31/2026 7:47,view,P0245,1/31/2026
E00046580,S009617,101529,1/31/2026 7:40,view,P0189,1/31/2026
E00046579,S009617,101529,1/31/2026 7:40,view,P0238,1/31/2026
E00046693,S004871,100319,1/31/2026 7:25,view,P0114,1/31/2026
E00046624,S004483,,1/31/2026 7:23,view,P0166,1/31/2026
E00046625,S004483,,1/31/2026 7:22,view,P0143,1/31/2026
E00046623,S004483,,1/31/2026 7:18,view,P0258,1/31/2026
E00046692,S004871,100319,1/31/2026 7:18,view,P0246,1/31/2026
E00046587,S016772,101158,1/31/2026 7:14,view,P0309,1/31/2026
E00046722,S011585,,1/31/2026 7:13,view,P0024,1/31/2026
E00046720,S011585,,1/31/2026 7:13,view,P0158,1/31/2026
E00046721,S011585,,1/31/2026 7:10,view,P0309,1/31/2026
E00046615,S005012,101841,1/31/2026 6:54,view,P0160,1/31/2026
E00046613,S005012,101841,1/31/2026 6:52,view,P0171,1/31/2026
E00046576,S006143,,1/31/2026 6:47,view,P0187,1/31/2026
E00046614,S005012,101841,1/31/2026 6:46,view,P0289,1/31/2026
E00046577,S006143,,1/31/2026 6:46,view,P0094,1/31/2026
E00046503,S012922,,1/31/2026 6:44,view,P0051,1/31/2026
E00046504,S012922,,1/31/2026 6:43,add_to_cart,P0230,1/31/2026
E00046505,S012922,,1/31/2026 6:38,add_to_cart,P0030,1/31/2026
E00046660,S004124,101505,1/31/2026 6:34,add_to_cart,P0041,1/31/2026
E00046661,S004124,101505,1/31/2026 6:26,add_to_cart,P0029,1/31/2026
E00046657,S004124,101505,1/31/2026 6:18,view,P0062,1/31/2026
E00046658,S004124,101505,1/31/2026 6:14,view,P0167,1/31/2026
E00046659,S004124,101505,1/31/2026 6:14,view,P0325,1/31/2026
E00046680,S007309,101118,1/31/2026 5:48,add_to_cart,P0257,1/31/2026
E00046681,S007309,101118,1/31/2026 5:42,add_to_cart,P0303,1/31/2026
E00046679,S007309,101118,1/31/2026 5:38,view,P0058,1/31/2026
E00046564,S019309,,1/31/2026 5:36,view,P0115,1/31/2026
E00046563,S019309,,1/31/2026 5:32,view,P0209,1/31/2026
E00046562,S019309,,1/31/2026 5:29,view,P0365,1/31/2026
E00046553,S011774,101832,1/31/2026 5:27,view,P0378,1/31/2026
E00046588,S001451,100289,1/31/2026 5:06,view,P0043,1/31/2026
E00046494,S008516,,1/31/2026 4:29,add_to_cart,P0241,1/31/2026
E00046493,S008516,,1/31/2026 4:21,view,P0391,1/31/2026
E00046572,S016706,100146,1/31/2026 4:16,view,P0320,1/31/2026
E00046515,S014729,101945,1/31/2026 4:11,view,P0100,1/31/2026
E00046573,S016706,100146,1/31/2026 4:11,view,P0253,1/31/2026
E00046574,S016706,100146,1/31/2026 4:09,view,P0240,1/31/2026
E00046516,S014729,101945,1/31/2026 4:08,view,P0225,1/31/2026
E00046517,S014729,101945,1/31/2026 4:07,view,P0123,1/31/2026
E00046619,S017544,101975,1/31/2026 3:52,view,P0168,1/31/2026
E00046610,S016167,100706,1/31/2026 3:48,view,P0372,1/31/2026
E00046620,S017544,101975,1/31/2026 3:45,view,P0272,1/31/2026
E00046621,S017544,101975,1/31/2026 3:45,view,P0032,1/31/2026
E00046667,S000232,,1/31/2026 3:25,view,P0121,1/31/2026
E00046596,S006453,101124,1/31/2026 3:22,view,P0081,1/31/2026
E00046597,S006453,101124,1/31/2026 3:20,view,P0144,1/31/2026
E00046698,S015439,100369,1/31/2026 3:06,view,P0361,1/31/2026
E00046697,S015439,100369,1/31/2026 3:06,view,P0022,1/31/2026
E00046696,S015439,100369,1/31/2026 3:02,view,P0140,1/31/2026
E00046524,S014705,101254,1/31/2026 3:00,purchase,,1/31/2026
E00046571,S009550,100494,1/31/2026 2:56,view,P0225,1/31/2026
E00046575,S019132,101596,1/31/2026 2:50,view,P0062,1/31/2026
E00046488,S003455,101165,1/31/2026 2:49,add_to_cart,P0331,1/31/2026
E00046522,S014705,101254,1/31/2026 2:49,view,P0351,1/31/2026
E00046569,S009550,100494,1/31/2026 2:49,view,P0187,1/31/2026
E00046489,S003455,101165,1/31/2026 2:48,add_to_cart,P0006,1/31/2026
E00046683,S005003,101331,1/31/2026 2:46,view,P0265,1/31/2026
E00046570,S009550,100494,1/31/2026 2:46,view,P0181,1/31/2026
E00046523,S014705,101254,1/31/2026 2:42,view,P0298,1/31/2026
E00046487,S003455,101165,1/31/2026 2:34,view,P0325,1/31/2026
E00046682,S005003,101331,1/31/2026 2:34,view,P0105,1/31/2026
E00046486,S003455,101165,1/31/2026 2:29,view,P0167,1/31/2026
E00046608,S005750,100883,1/31/2026 2:26,view,P0202,1/31/2026
E00046609,S005750,100883,1/31/2026 2:25,view,P0138,1/31/2026
E00046484,S008457,101266,1/31/2026 1:06,view,P0309,1/31/2026
E00046483,S008457,101266,1/31/2026 0:59,view,P0095,1/31/2026
E00046485,S008457,101266,1/31/2026 0:58,view,P0313,1/31/2026
E00046708,S015985,100181,1/31/2026 0:42,view,P0055,1/31/2026
E00046710,S015985,100181,1/31/2026 0:40,view,P0353,1/31/2026
E00046653,S015816,,1/31/2026 0:40,view,P0294,1/31/2026
E00046709,S015985,100181,1/31/2026 0:40,view,P0047,1/31/2026
E00046547,S007020,100180,1/31/2026 0:33,view,P0099,1/31/2026
E00046545,S007004,,1/31/2026 0:33,view,P0124,1/31/2026
E00046546,S007004,,1/31/2026 0:31,add_to_cart,P0048,1/31/2026
E00046202,S011268,100733,1/31/2026 0:27,purchase,,1/31/2026
E00046544,S007004,,1/31/2026 0:25,view,P0232,1/31/2026
E00046593,S001768,101682,1/31/2026 0:17,view,P0112,1/31/2026
E00046594,S001768,101682,1/31/2026 0:17,view,P0018,1/31/2026
E00046201,S011268,100733,1/30/2026 23:49,view,P0353,1/30/2026
E00046283,S006960,101445,1/30/2026 23:30,view,P0255,1/30/2026
E00046282,S006960,101445,1/30/2026 23:27,view,P0213,1/30/2026
E00046426,S018660,101585,1/30/2026 23:10,view,P0301,1/30/2026
E00046425,S018660,101585,1/30/2026 23:07,view,P0278,1/30/2026
E00046427,S018660,101585,1/30/2026 23:07,view,P0127,1/30/2026
E00046440,S005165,101765,1/30/2026 22:44,view,P0248,1/30/2026
E00046422,S004869,100796,1/30/2026 22:36,view,P0032,1/30/2026
E00046415,S010554,101124,1/30/2026 22:34,view,P0033,1/30/2026
E00046430,S005256,101596,1/30/2026 22:31,view,P0039,1/30/2026
E00046417,S010554,101124,1/30/2026 22:30,view,P0337,1/30/2026
E00046287,S001037,,1/30/2026 22:30,view,P0263,1/30/2026
E00046416,S010554,101124,1/30/2026 22:26,view,P0069,1/30/2026
E00046319,S006088,100987,1/30/2026 22:14,add_to_cart,P0003,1/30/2026
E00046220,S007968,101036,1/30/2026 22:12,add_to_cart,P0283,1/30/2026
E00046217,S007968,101036,1/30/2026 22:07,view,P0282,1/30/2026
E00046317,S006088,100987,1/30/2026 22:06,view,P0295,1/30/2026
E00046216,S007968,101036,1/30/2026 22:04,view,P0030,1/30/2026
E00046219,S007968,101036,1/30/2026 22:04,add_to_cart,P0149,1/30/2026
E00046318,S006088,100987,1/30/2026 22:01,view,P0146,1/30/2026
E00046218,S007968,101036,1/30/2026 21:58,view,P0254,1/30/2026
E00046320,S006088,100987,1/30/2026 21:57,add_to_cart,P0131,1/30/2026
E00046316,S006088,100987,1/30/2026 21:55,view,P0144,1/30/2026
E00046238,S009694,100781,1/30/2026 20:56,view,P0275,1/30/2026
E00046237,S009694,100781,1/30/2026 20:49,view,P0064,1/30/2026
E00046300,S001827,101976,1/30/2026 20:42,add_to_cart,P0263,1/30/2026
E00046299,S001827,101976,1/30/2026 20:41,add_to_cart,P0131,1/30/2026
E00046334,S012081,,1/30/2026 20:41,view,P0102,1/30/2026
E00046333,S012081,,1/30/2026 20:37,view,P0283,1/30/2026
E00046274,S006928,,1/30/2026 20:32,add_to_cart,P0042,1/30/2026
E00046296,S001827,101976,1/30/2026 20:31,view,P0118,1/30/2026
E00046199,S017740,100729,1/30/2026 20:30,add_to_cart,P0168,1/30/2026
E00046469,S017346,,1/30/2026 20:29,view,P0028,1/30/2026
E00046298,S001827,101976,1/30/2026 20:28,view,P0303,1/30/2026
E00046297,S001827,101976,1/30/2026 20:26,view,P0285,1/30/2026
E00046468,S017346,,1/30/2026 20:26,view,P0016,1/30/2026
E00046273,S006928,,1/30/2026 20:25,add_to_cart,P0397,1/30/2026
E00046467,S017346,,1/30/2026 20:24,view,P0029,1/30/2026
E00046198,S017740,100729,1/30/2026 20:24,view,P0334,1/30/2026
E00046200,S017740,100729,1/30/2026 20:22,add_to_cart,P0353,1/30/2026
E00046271,S006928,,1/30/2026 20:21,view,P0382,1/30/2026
E00046267,S006849,101451,1/30/2026 20:19,add_to_cart,P0254,1/30/2026
E00046197,S017740,100729,1/30/2026 20:15,view,P0239,1/30/2026
E00046272,S006928,,1/30/2026 20:14,view,P0163,1/30/2026
E00046410,S004507,101132,1/30/2026 20:11,add_to_cart,P0307,1/30/2026
E00046266,S006849,101451,1/30/2026 20:09,view,P0264,1/30/2026
E00046246,S003658,100240,1/30/2026 19:57,view,P0286,1/30/2026
E00046409,S004507,101132,1/30/2026 19:54,view,P0375,1/30/2026
E00046245,S003658,100240,1/30/2026 19:47,view,P0035,1/30/2026
E00046389,S004686,100968,1/30/2026 19:46,view,P0277,1/30/2026
E00046390,S004686,100968,1/30/2026 19:43,view,P0277,1/30/2026
E00046352,S005925,101963,1/30/2026 19:11,add_to_cart,P0258,1/30/2026
E00046353,S005925,101963,1/30/2026 19:11,add_to_cart,P0199,1/30/2026
E00046351,S005925,101963,1/30/2026 19:04,view,P0174,1/30/2026
E00046447,S008480,,1/30/2026 18:58,view,P0115,1/30/2026
E00046446,S008480,,1/30/2026 18:55,view,P0199,1/30/2026
E00046364,S019466,100870,1/30/2026 18:54,view,P0237,1/30/2026
E00046365,S019466,100870,1/30/2026 18:53,view,P0015,1/30/2026
E00046366,S019466,100870,1/30/2026 18:53,view,P0366,1/30/2026
E00046448,S008480,,1/30/2026 18:51,view,P0001,1/30/2026
E00046230,S000201,101066,1/30/2026 18:34,purchase,,1/30/2026
E00046294,S000035,100311,1/30/2026 18:33,view,P0289,1/30/2026
E00046229,S000201,101066,1/30/2026 18:31,view,P0264,1/30/2026
E00046295,S018996,100047,1/30/2026 18:29,view,P0252,1/30/2026
E00046293,S000035,100311,1/30/2026 18:27,view,P0385,1/30/2026
E00046228,S000201,101066,1/30/2026 18:24,view,P0244,1/30/2026
E00046227,S000201,101066,1/30/2026 18:23,view,P0053,1/30/2026
E00046326,S001695,100409,1/30/2026 18:22,add_to_cart,P0281,1/30/2026
E00046324,S001695,100409,1/30/2026 18:16,view,P0017,1/30/2026
E00046325,S001695,100409,1/30/2026 18:15,view,P0271,1/30/2026
E00046254,S009359,100989,1/30/2026 18:07,view,P0306,1/30/2026
E00046255,S009359,100989,1/30/2026 18:03,view,P0207,1/30/2026
E00046394,S004684,101462,1/30/2026 17:58,view,P0181,1/30/2026
E00046429,S000964,100092,1/30/2026 17:57,view,P0013,1/30/2026
E00046258,S002068,,1/30/2026 17:52,view,P0268,1/30/2026
E00046257,S002068,,1/30/2026 17:49,view,P0039,1/30/2026
E00046428,S000964,100092,1/30/2026 17:47,view,P0120,1/30/2026
E00046256,S002068,,1/30/2026 17:45,view,P0328,1/30/2026
E00046423,S002667,,1/30/2026 17:16,view,P0339,1/30/2026
E00046424,S002667,,1/30/2026 17:10,view,P0003,1/30/2026
E00046414,S015308,101280,1/30/2026 16:59,view,P0230,1/30/2026
E00046288,S008198,,1/30/2026 16:52,view,P0093,1/30/2026
E00046289,S008198,,1/30/2026 16:48,view,P0153,1/30/2026
E00046250,S006670,101481,1/30/2026 16:42,view,P0354,1/30/2026
E00046249,S006670,101481,1/30/2026 16:39,view,P0051,1/30/2026
E00046350,S016781,100257,1/30/2026 16:27,view,P0400,1/30/2026
E00046309,S015523,101861,1/30/2026 16:16,view,P0342,1/30/2026
E00046307,S016662,,1/30/2026 16:06,view,P0251,1/30/2026
E00046308,S016662,,1/30/2026 15:58,view,P0261,1/30/2026
E00046203,S017781,100213,1/30/2026 15:53,view,P0042,1/30/2026
E00046225,S012835,100832,1/30/2026 14:53,view,P0052,1/30/2026
E00046224,S012835,100832,1/30/2026 14:52,view,P0258,1/30/2026
E00046223,S012835,100832,1/30/2026 14:50,view,P0140,1/30/2026
E00046303,S012138,100541,1/30/2026 14:48,view,P0160,1/30/2026
E00046306,S012138,100541,1/30/2026 14:46,add_to_cart,P0050,1/30/2026
E00046305,S012138,100541,1/30/2026 14:46,add_to_cart,P0308,1/30/2026
E00046304,S012138,100541,1/30/2026 14:43,view,P0341,1/30/2026
E00046472,S018634,101980,1/30/2026 14:34,view,P0221,1/30/2026
E00046405,S014387,100940,1/30/2026 14:33,view,P0318,1/30/2026
E00046471,S018634,101980,1/30/2026 14:32,view,P0011,1/30/2026
E00046404,S014387,100940,1/30/2026 14:20,view,P0395,1/30/2026
E00046406,S014387,100940,1/30/2026 14:19,view,P0134,1/30/2026
E00046438,S009139,101543,1/30/2026 14:13,view,P0164,1/30/2026
E00046439,S009139,101543,1/30/2026 14:05,view,P0018,1/30/2026
E00046412,S017603,100553,1/30/2026 13:59,view,P0161,1/30/2026
E00046363,S009447,,1/30/2026 13:27,add_to_cart,P0042,1/30/2026
E00046362,S009447,,1/30/2026 13:26,add_to_cart,P0374,1/30/2026
E00046408,S011557,100535,1/30/2026 13:24,view,P0197,1/30/2026
E00046407,S011557,100535,1/30/2026 13:21,view,P0326,1/30/2026
E00046360,S009447,,1/30/2026 13:16,view,P0062,1/30/2026
E00046359,S009447,,1/30/2026 13:16,view,P0197,1/30/2026
E00046361,S009447,,1/30/2026 13:07,view,P0227,1/30/2026
E00046205,S015734,,1/30/2026 13:02,view,P0232,1/30/2026
E00046204,S015734,,1/30/2026 13:02,view,P0109,1/30/2026
E00046473,S014104,100350,1/30/2026 12:41,view,P0086,1/30/2026
E00046279,S017074,,1/30/2026 12:37,view,P0092,1/30/2026
E00046281,S017074,,1/30/2026 12:34,view,P0377,1/30/2026
E00046280,S017074,,1/30/2026 12:33,view,P0186,1/30/2026
E00046244,S019316,,1/30/2026 12:31,view,P0076,1/30/2026
E00046445,S018698,,1/30/2026 12:29,view,P0076,1/30/2026
E00046332,S009468,101814,1/30/2026 12:25,view,P0128,1/30/2026
E00046421,S004567,101714,1/30/2026 12:23,view,P0011,1/30/2026
E00046232,S014503,101166,1/30/2026 12:18,view,P0054,1/30/2026
E00046233,S014503,101166,1/30/2026 12:17,view,P0201,1/30/2026
E00046420,S004567,101714,1/30/2026 12:17,view,P0168,1/30/2026
