session_id,customer_id,session_date,channel,device,country,campaign_id
S007709,100487.0,2025-08-03,paid_social,desktop,NG,CMP008
S012572,101476.0,2025-08-03,paid_social,desktop,CA,CMP003
S005524,100660.0,2025-08-03,paid_search,mobile,US,CMP002
S017013,100485.0,2025-08-03,referral,mobile,US,CMP007
S002015,101196.0,2025-08-03,referral,mobile,NG,CMP007
S007213,100223.0,2025-08-03,paid_search,desktop,US,CMP002
S005028,101235.0,2025-08-03,direct,mobile,NG,
S005342,,2025-08-03,paid_social,mobile,NL,CMP003
S005360,,2025-08-03,organic,desktop,US,
S007163,100527.0,2025-08-03,direct,mobile,DE,
S019872,101559.0,2025-08-03,paid_social,mobile,NG,CMP004
S002439,100002.0,2025-08-03,paid_social,mobile,NG,CMP003
S007192,101253.0,2025-08-03,organic,mobile,NG,
S006378,101583.0,2025-08-03,organic,mobile,NG,
S011552,101164.0,2025-08-03,paid_social,mobile,US,CMP008
S011198,101344.0,2025-08-03,organic,desktop,NG,
S002508,,2025-08-03,referral,desktop,CA,CMP007
S014083,,2025-08-03,direct,mobile,NG,
S000651,,2025-08-03,organic,desktop,NG,
S005066,,2025-08-03,paid_search,mobile,NL,CMP001
S010983,,2025-08-03,email,desktop,NG,CMP005
S008472,,2025-08-03,organic,mobile,US,
S000824,101827.0,2025-08-03,paid_social,desktop,NG,CMP003
S018499,101386.0,2025-08-03,direct,mobile,UK,
S011236,100461.0,2025-08-03,organic,mobile,NG,
S011674,101106.0,2025-08-03,paid_social,mobile,NL,CMP008
S002236,,2025-08-03,paid_search,mobile,US,CMP001
S008271,101467.0,2025-08-03,paid_social,desktop,NL,CMP008
S002184,101709.0,2025-08-03,direct,mobile,NG,
S011766,,2025-08-03,paid_social,mobile,NG,CMP008
S010802,100578.0,2025-08-03,paid_search,desktop,US,CMP002
S013663,101124.0,2025-08-03,direct,mobile,UK,
S008689,100661.0,2025-08-03,organic,mobile,CA,
S002351,100310.0,2025-08-03,paid_search,mobile,NG,CMP001
S000835,101677.0,2025-08-04,paid_social,mobile,NG,CMP008
S017240,100861.0,2025-08-04,direct,mobile,NG,
S016294,100832.0,2025-08-04,organic,mobile,NG,
S015437,,2025-08-04,organic,mobile,NL,
S008203,100675.0,2025-08-04,paid_search,desktop,UK,CMP001
S008800,100459.0,2025-08-04,organic,mobile,NG,
S015385,101367.0,2025-08-04,email,mobile,NG,CMP005
S007384,100641.0,2025-08-04,direct,desktop,UK,
S006920,100490.0,2025-08-04,organic,desktop,UK,
S009423,101072.0,2025-08-04,organic,mobile,NG,
S007446,100938.0,2025-08-04,email,mobile,NL,CMP005
S004160,100636.0,2025-08-04,organic,desktop,NG,
S019518,100108.0,2025-08-04,email,mobile,US,CMP005
S008733,101235.0,2025-08-04,paid_social,mobile,US,CMP003
S014887,101603.0,2025-08-04,organic,desktop,NG,
S005127,100129.0,2025-08-04,direct,mobile,NG,
S009392,101043.0,2025-08-04,paid_social,desktop,NG,CMP004
S014881,100108.0,2025-08-04,direct,desktop,NG,
S017314,,2025-08-04,direct,mobile,US,
S004053,,2025-08-04,organic,mobile,UK,
S007054,100173.0,2025-08-04,paid_social,mobile,US,CMP003
S000760,100424.0,2025-08-04,email,desktop,NL,CMP006
S008116,,2025-08-04,organic,desktop,NL,
S008093,101134.0,2025-08-04,direct,mobile,US,
S000571,101261.0,2025-08-04,email,desktop,NG,CMP005
S019758,100822.0,2025-08-04,direct,mobile,NG,
S009092,101354.0,2025-08-04,organic,mobile,UK,
S017683,100819.0,2025-08-04,paid_social,desktop,CA,CMP008
S009120,101906.0,2025-08-04,organic,desktop,US,
S003956,101281.0,2025-08-04,paid_search,desktop,DE,CMP001
S015875,101831.0,2025-08-04,organic,mobile,FR,
S004062,,2025-08-04,organic,desktop,US,
S000468,101079.0,2025-08-04,referral,mobile,FR,CMP007
S000467,,2025-08-04,direct,desktop,US,
S016138,,2025-08-04,organic,mobile,NG,
S007885,,2025-08-04,paid_search,desktop,UK,CMP001
S017807,,2025-08-04,organic,mobile,NG,
S015825,100786.0,2025-08-04,paid_social,mobile,US,CMP004
S017480,100790.0,2025-08-04,organic,desktop,NG,
S003837,101404.0,2025-08-04,paid_search,mobile,NG,CMP001
S008551,101138.0,2025-08-04,direct,desktop,FR,
S017702,101989.0,2025-08-04,paid_search,mobile,NG,CMP002
S007036,,2025-08-04,direct,desktop,FR,
S008346,,2025-08-04,organic,mobile,NG,
S015484,101805.0,2025-08-04,direct,mobile,NG,
S009641,100714.0,2025-08-04,organic,desktop,CA,
S007405,,2025-08-04,organic,mobile,NG,
S017131,,2025-08-04,referral,mobile,NG,CMP007
S000101,101382.0,2025-08-04,paid_search,desktop,NG,CMP001
S010701,,2025-08-04,direct,desktop,UK,
S014286,,2025-08-04,referral,desktop,UK,CMP007
S012198,100664.0,2025-08-04,paid_social,mobile,NG,CMP003
S006658,101928.0,2025-08-04,referral,mobile,NG,CMP007
S018977,,2025-08-04,organic,mobile,NG,
S006084,,2025-08-04,paid_search,mobile,UK,CMP002
S006743,,2025-08-04,email,mobile,US,CMP005
S013778,101578.0,2025-08-04,email,mobile,UK,CMP006
S012423,101483.0,2025-08-04,paid_search,desktop,NL,CMP002
S010278,,2025-08-04,paid_search,desktop,NG,CMP001
S001665,100650.0,2025-08-04,organic,mobile,NG,
S013284,101233.0,2025-08-04,referral,desktop,NG,CMP007
S019953,101887.0,2025-08-04,email,desktop,US,CMP006
S005994,100137.0,2025-08-04,direct,mobile,UK,
S014396,,2025-08-04,direct,mobile,NG,
S012580,101835.0,2025-08-04,direct,desktop,NG,
S001926,101821.0,2025-08-04,paid_social,desktop,CA,CMP004
S013501,101512.0,2025-08-04,organic,mobile,NG,
S002343,,2025-08-04,organic,mobile,US,
S013752,,2025-08-04,email,mobile,FR,CMP006
S011692,,2025-08-04,direct,desktop,NG,
S018623,100774.0,2025-08-04,email,mobile,NG,CMP005
S003692,100793.0,2025-08-04,paid_social,mobile,NG,CMP008
S011203,101705.0,2025-08-04,direct,desktop,NG,
S013658,101899.0,2025-08-04,paid_search,mobile,UK,CMP002
S001930,,2025-08-04,paid_social,desktop,NG,CMP008
S011121,101392.0,2025-08-04,direct,desktop,NG,
S016493,,2025-08-04,organic,mobile,NG,
S011027,,2025-08-04,email,mobile,US,CMP005
S014091,,2025-08-04,referral,mobile,US,CMP007
S010979,100845.0,2025-08-04,organic,desktop,CA,
S010923,101425.0,2025-08-04,organic,mobile,NG,
S016668,,2025-08-04,organic,desktop,CA,
S010806,,2025-08-04,paid_search,desktop,US,CMP001
S011088,101100.0,2025-08-04,organic,desktop,CA,
S014529,100233.0,2025-08-04,referral,mobile,UK,CMP007
S019085,100604.0,2025-08-04,paid_social,desktop,NG,CMP004
S014731,100057.0,2025-08-04,organic,mobile,DE,
S013139,101067.0,2025-08-04,direct,mobile,CA,
S012699,,2025-08-04,paid_social,mobile,NG,CMP008
S014668,100861.0,2025-08-04,referral,mobile,DE,CMP007
S005206,101199.0,2025-08-04,paid_social,mobile,CA,CMP004
S014700,100781.0,2025-08-04,paid_search,mobile,UK,CMP001
S001418,100619.0,2025-08-04,organic,mobile,NG,
S012639,,2025-08-04,paid_social,desktop,US,CMP004
S013116,100713.0,2025-08-04,paid_search,mobile,CA,CMP002
S018059,101270.0,2025-08-04,paid_social,mobile,NG,CMP008
S014786,101683.0,2025-08-04,paid_social,desktop,NG,CMP003
S016838,,2025-08-04,paid_search,desktop,NG,CMP001
S009647,100606.0,2025-08-04,paid_social,desktop,US,CMP003
S009633,,2025-08-04,email,desktop,NG,CMP006
S005773,101485.0,2025-08-04,organic,desktop,US,
S018070,100730.0,2025-08-04,paid_search,mobile,UK,CMP002
S018152,,2025-08-04,paid_social,mobile,NG,CMP004
S019897,100783.0,2025-08-04,organic,mobile,NG,
S012602,100178.0,2025-08-04,organic,desktop,NG,
S005212,100048.0,2025-08-04,direct,mobile,NG,
S010019,101843.0,2025-08-04,referral,mobile,NG,CMP007
S000304,100261.0,2025-08-04,referral,desktop,US,CMP007
S018185,100735.0,2025-08-04,paid_search,desktop,US,CMP002
S019971,101134.0,2025-08-04,paid_search,mobile,CA,CMP001
S003395,100608.0,2025-08-04,paid_search,mobile,NG,CMP002
S019942,101934.0,2025-08-05,organic,mobile,NG,
S002157,,2025-08-05,organic,mobile,UK,
S013072,,2025-08-05,paid_social,mobile,NG,CMP008
S001340,,2025-08-05,organic,mobile,NL,
S015614,101827.0,2025-08-05,organic,mobile,NG,
S011800,100575.0,2025-08-05,organic,mobile,US,
S015608,101273.0,2025-08-05,direct,mobile,US,
S013647,101498.0,2025-08-05,paid_social,desktop,NG,CMP004
S005836,100116.0,2025-08-05,paid_social,mobile,UK,CMP008
S017384,,2025-08-05,paid_social,mobile,US,CMP003
S016957,101394.0,2025-08-05,paid_social,desktop,NG,CMP008
S017097,100424.0,2025-08-05,direct,desktop,UK,
S012993,101157.0,2025-08-05,paid_search,mobile,FR,CMP001
S005991,100416.0,2025-08-05,paid_search,mobile,NG,CMP002
S012967,,2025-08-05,referral,mobile,NG,CMP007
S002254,101061.0,2025-08-05,direct,mobile,US,
S011632,101635.0,2025-08-05,email,mobile,NG,CMP006
S004280,,2025-08-05,paid_search,mobile,UK,CMP001
S004645,,2025-08-05,paid_search,mobile,NG,CMP002
S018800,101126.0,2025-08-05,paid_search,mobile,NG,CMP001
S012528,,2025-08-05,paid_search,mobile,FR,CMP001
S000681,,2025-08-05,email,mobile,NG,CMP006
S017283,100375.0,2025-08-05,paid_search,desktop,NG,CMP001
S019228,100353.0,2025-08-05,organic,mobile,US,
S008019,100609.0,2025-08-05,paid_search,desktop,NG,CMP002
S017445,100660.0,2025-08-05,referral,desktop,NG,CMP007
S001717,,2025-08-05,paid_social,desktop,NG,CMP004
S019086,101879.0,2025-08-05,organic,desktop,NG,
S013423,100839.0,2025-08-05,paid_search,mobile,NG,CMP001
S015927,101352.0,2025-08-05,paid_search,desktop,UK,CMP001
S001897,,2025-08-05,referral,mobile,NG,CMP007
S004476,,2025-08-05,direct,mobile,CA,
S004630,101951.0,2025-08-05,organic,mobile,UK,
S005397,101735.0,2025-08-05,paid_search,desktop,NG,CMP001
S016153,,2025-08-05,direct,mobile,NG,
S004802,100961.0,2025-08-05,paid_social,desktop,NG,CMP008
S019109,101890.0,2025-08-05,organic,mobile,NG,
S018949,101797.0,2025-08-05,paid_search,mobile,NG,CMP002
S019411,100747.0,2025-08-05,organic,desktop,UK,
S004823,101761.0,2025-08-05,paid_social,mobile,DE,CMP003
S019179,,2025-08-05,organic,mobile,US,
S011983,101927.0,2025-08-05,direct,mobile,UK,
S002129,,2025-08-05,organic,mobile,NG,
S019049,101966.0,2025-08-05,paid_search,desktop,NG,CMP002
S018966,101162.0,2025-08-05,paid_social,desktop,NG,CMP008
S015884,101782.0,2025-08-05,direct,mobile,NG,
S003689,101609.0,2025-08-05,organic,mobile,NG,
S007064,,2025-08-05,referral,mobile,US,CMP007
S018281,101486.0,2025-08-05,paid_social,desktop,NG,CMP003
S000935,101926.0,2025-08-05,email,desktop,UK,CMP005
S015182,,2025-08-05,organic,mobile,US,
S014501,,2025-08-05,direct,mobile,NG,
S015196,,2025-08-05,organic,desktop,FR,
S000615,101154.0,2025-08-05,organic,mobile,NG,
S018275,101815.0,2025-08-05,email,desktop,US,CMP006
S008996,100712.0,2025-08-05,referral,mobile,US,CMP007
S014491,101650.0,2025-08-05,organic,desktop,NG,
S017840,101061.0,2025-08-05,direct,desktop,US,
S016240,,2025-08-05,direct,desktop,NG,
S018345,101061.0,2025-08-05,organic,mobile,NG,
S015233,101068.0,2025-08-05,paid_social,mobile,UK,CMP003
S008926,101560.0,2025-08-05,paid_social,desktop,NG,CMP003
S017868,100093.0,2025-08-05,organic,mobile,NG,
S000929,,2025-08-05,direct,mobile,NG,
